customer_id,age,gender,location,Purchase_history,loyality_program,product_purchased,browsing_history,search_queries,social_media_active,email_open_rate,avg_order_value
911,29,Famale,Rural,412,0,B,11,15,2,0.53,129.08
912,18,Male,Rural,560,0,C,45,4,0,0.89,140.18
913,43,Famale,Rural,807,0,A,25,4,1,0.33,33.6
914,31,Famale,Urban,986,0,A,20,1,0,0.06,189.32
915,55,Famale,Urban,561,1,A,24,12,0,0.48,74.8
916,54,Famale,Urban,964,0,C,47,2,1,0.27,145.5
917,28,Famale,Urban,191,0,C,48,15,1,0.72,109.6
918,53,Male,Rural,151,1,B,23,17,1,0.96,52.32
919,30,Male,Urban,904,1,B,36,7,2,0.69,170.78
920,20,Male,Rural,619,1,B,19,6,1,0.89,165.47
921,50,Famale,Rural,911,0,C,9,12,1,0.45,85.25
922,23,Famale,Urban,197,1,C,15,19,1,0.77,121.84
923,27,Famale,Urban,335,1,C,19,1,2,0.84,58.99
924,22,Famale,Urban,473,0,B,33,14,0,0.71,141.07
925,40,Male,Urban,680,0,C,49,4,2,0.51,68.72
926,27,Male,Rural,656,1,B,8,5,0,0.63,170.37
927,19,Famale,Rural,748,1,B,40,1,1,0.7,51.3
928,30,Famale,Urban,333,0,A,27,1,2,0.25,12.81
929,57,Famale,Rural,131,0,A,19,6,2,0.81,61.02
930,19,Male,Rural,388,0,A,48,5,0,0.95,46.3
931,37,Male,Rural,737,0,B,7,2,2,0.47,106.57
932,18,Male,Urban,678,0,A,36,5,2,0.7,48.7
933,54,Famale,Rural,641,1,A,14,9,0,0.74,155.01
934,26,Famale,Urban,213,0,A,44,19,2,0.66,55.86
935,34,Male,Urban,303,0,C,42,15,2,0.55,144.32
936,26,Famale,Rural,128,0,B,26,13,1,0.88,119.91
937,28,Male,Rural,742,0,A,18,12,1,0.45,197.39
938,32,Famale,Urban,573,0,C,21,5,1,0.06,199.98
939,41,Male,Rural,796,1,C,25,2,1,0.84,175.21
940,55,Famale,Rural,352,0,C,19,4,1,0.67,154.4
941,52,Male,Urban,897,1,A,19,18,2,0.85,83.43
942,47,Male,Urban,485,0,C,5,10,2,0.14,153.12
943,48,Male,Urban,161,1,B,28,13,1,0.03,191.77
944,22,Male,Urban,614,1,C,16,12,0,0.93,14.44
945,31,Male,Rural,529,0,C,14,2,1,0.15,112.2
946,28,Male,Rural,679,0,C,46,15,2,0.81,51.42
947,26,Famale,Urban,636,0,C,46,14,0,0.82,116.0
948,51,Famale,Urban,790,0,B,35,10,1,0.71,98.62
949,29,Famale,Urban,240,0,A,15,8,0,0.13,119.4
950,52,Male,Rural,842,1,B,20,15,1,0.67,114.68
951,52,Male,Urban,399,0,B,13,13,2,0.89,192.42
952,18,Famale,Rural,774,0,A,18,8,1,0.43,114.92
953,57,Male,Urban,410,1,C,23,14,0,0.41,170.78
954,39,Male,Urban,570,0,A,35,1,2,0.44,70.77
955,46,Male,Urban,492,1,A,13,13,1,0.08,93.24
956,25,Male,Rural,741,0,B,40,8,1,0.89,99.38
957,28,Male,Rural,544,1,A,43,18,1,0.87,62.96
958,58,Famale,Rural,857,0,C,30,9,1,1.0,82.16
959,54,Famale,Urban,908,1,B,12,13,2,0.59,123.72
960,31,Famale,Rural,271,1,C,28,3,2,0.75,120.24
961,47,Famale,Rural,675,0,B,12,18,1,0.2,130.92
962,52,Famale,Urban,130,0,C,23,10,2,0.67,76.85
963,38,Male,Urban,146,0,A,34,5,0,0.65,70.01
964,54,Male,Rural,229,1,A,26,6,2,0.9,126.21
965,22,Male,Rural,451,1,A,13,8,0,0.83,35.24
966,36,Male,Rural,944,1,C,48,7,0,0.94,58.08
967,31,Famale,Rural,721,0,B,8,18,2,0.87,18.0
968,43,Famale,Urban,680,0,B,41,14,1,0.87,23.8
969,21,Famale,Urban,157,1,B,12,15,2,0.06,56.24
970,42,Male,Urban,205,0,A,5,10,0,0.85,13.71
971,59,Famale,Rural,911,1,C,32,12,0,0.61,56.63
972,42,Male,Rural,429,0,B,10,7,2,0.38,134.45
973,35,Famale,Urban,867,0,C,40,7,0,0.06,21.61
974,57,Famale,Urban,923,1,B,15,11,2,0.68,92.98
975,25,Male,Rural,782,0,A,9,13,2,0.33,183.49
976,56,Male,Rural,482,0,C,28,15,1,0.47,160.34
977,57,Famale,Urban,261,0,B,22,18,0,0.68,68.03
978,31,Famale,Urban,385,0,B,24,7,2,0.91,185.71
979,49,Male,Urban,170,0,B,32,6,0,0.83,72.63
980,55,Famale,Rural,866,1,B,17,11,2,0.45,23.78
981,50,Famale,Rural,553,0,A,9,8,2,0.39,198.87
982,40,Male,Rural,985,1,B,34,1,1,0.24,175.3
983,32,Famale,Rural,666,0,B,5,8,2,0.37,98.53
984,50,Male,Rural,934,0,A,26,8,1,0.11,136.61
985,42,Famale,Rural,496,1,B,22,19,0,0.97,137.53
986,34,Male,Urban,614,1,C,9,3,1,0.57,46.95
987,50,Famale,Urban,125,0,C,35,5,1,0.13,48.01
988,19,Male,Rural,412,0,B,10,3,0,0.35,99.22
989,31,Famale,Urban,225,1,A,31,15,1,0.55,183.2
990,57,Male,Rural,507,1,A,29,14,1,0.53,11.9
991,57,Famale,Urban,664,1,A,33,15,2,0.04,158.68
992,56,Famale,Rural,297,1,B,32,17,1,0.95,20.93
993,23,Famale,Urban,910,0,B,20,18,2,0.28,100.86
994,23,Famale,Urban,287,0,C,16,2,1,0.02,131.2
995,20,Famale,Rural,797,0,A,24,12,0,0.08,140.48
996,24,Famale,Rural,916,0,B,22,16,0,0.58,21.11
997,25,Famale,Urban,909,0,B,38,4,1,0.14,89.53
998,59,Famale,Urban,815,1,B,27,2,2,0.04,120.93
999,32,Famale,Rural,583,1,A,49,14,1,0.38,22.55
1000,46,Male,Urban,549,1,A,31,11,2,0.62,35.67
1001,50,Male,Rural,622,0,C,21,13,1,0.11,136.09
1002,47,Famale,Rural,970,1,A,25,7,0,0.31,109.11
1003,56,Male,Urban,453,0,B,44,10,0,0.42,40.75
1004,44,Famale,Rural,757,0,C,35,1,2,0.16,111.7
1005,53,Famale,Urban,696,0,A,7,4,1,0.51,183.41
1006,46,Male,Urban,199,1,A,21,18,2,0.09,12.96
1007,55,Famale,Rural,715,0,A,30,6,0,0.05,132.1
1008,50,Famale,Urban,657,0,A,27,2,2,0.52,23.99
1009,54,Male,Rural,655,1,B,10,3,1,0.25,11.23
1010,44,Male,Rural,377,0,A,32,14,2,0.1,38.62
1011,50,Famale,Rural,792,1,B,12,8,1,0.42,90.35
1012,21,Male,Urban,798,0,B,49,16,1,0.92,162.45
1013,39,Male,Rural,725,1,B,12,19,0,0.72,63.54
1014,19,Famale,Urban,590,0,C,23,18,1,0.82,128.88
1015,27,Male,Rural,354,0,B,42,6,1,0.87,88.12
1016,22,Male,Rural,480,1,A,33,14,1,0.97,54.52
1017,27,Famale,Rural,991,0,C,27,3,2,0.76,107.71
1018,50,Male,Urban,641,1,A,36,16,0,0.61,161.52
1019,55,Male,Urban,363,0,B,14,1,2,0.37,168.17
1020,30,Famale,Rural,709,1,A,31,12,2,0.18,170.84
1021,48,Famale,Rural,924,0,C,5,14,0,0.69,74.33
1022,53,Famale,Urban,978,0,C,43,19,2,0.99,160.76
1023,41,Male,Urban,428,0,A,33,19,2,0.47,50.31
1024,32,Famale,Urban,214,1,A,49,9,1,0.72,150.3
1025,46,Famale,Rural,375,1,A,7,7,2,0.5,190.19
1026,25,Male,Urban,587,1,C,41,14,0,0.43,12.61
1027,22,Famale,Rural,380,1,B,35,5,2,0.41,93.67
1028,46,Famale,Urban,374,1,A,15,18,1,0.5,133.08
1029,21,Famale,Rural,872,0,B,26,9,2,0.37,143.34
1030,29,Famale,Rural,942,0,C,22,7,0,0.75,43.46
1031,19,Male,Rural,818,0,A,39,9,1,0.87,194.71
1032,44,Famale,Urban,995,0,A,10,4,2,0.88,126.9
1033,48,Famale,Urban,427,0,C,7,17,0,0.23,41.22
1034,53,Male,Urban,310,1,A,9,12,0,0.9,13.9
1035,53,Famale,Rural,826,0,B,13,6,2,0.34,158.82
1036,43,Male,Rural,651,1,C,32,18,2,0.31,25.14
1037,44,Male,Urban,125,0,C,23,8,1,0.73,36.8
1038,22,Male,Rural,126,1,A,32,15,2,0.3,119.22
1039,37,Famale,Rural,801,1,C,31,3,1,0.05,124.67
1040,28,Male,Rural,182,1,A,17,2,2,0.37,140.51
1041,27,Male,Urban,995,0,A,42,9,0,0.72,84.77
1042,57,Male,Rural,781,0,C,47,8,0,0.33,157.04
1043,55,Famale,Urban,512,0,A,25,4,0,0.63,195.13
1044,23,Famale,Urban,266,0,B,31,2,0,0.66,61.51
1045,25,Famale,Urban,799,1,B,10,14,1,0.73,143.58
1046,40,Famale,Urban,268,1,A,42,2,0,0.9,186.41
1047,43,Famale,Urban,900,1,B,15,2,1,0.43,140.39
1048,29,Famale,Rural,328,1,A,45,7,1,0.17,139.41
1049,43,Famale,Urban,708,0,B,21,12,1,0.32,52.52
1050,30,Male,Urban,466,1,C,43,6,2,0.43,111.67
1051,57,Male,Urban,627,0,A,11,18,1,0.71,116.88
1052,35,Male,Rural,890,1,A,34,4,2,0.01,143.02
1053,42,Male,Rural,746,1,A,25,19,1,0.32,199.4
1054,50,Famale,Rural,637,1,A,5,13,2,0.78,16.39
1055,57,Male,Rural,963,0,A,29,2,2,0.67,22.39
1056,29,Male,Urban,623,0,A,36,8,0,0.73,24.81
1057,53,Male,Urban,171,1,C,12,19,1,0.81,151.17
1058,21,Male,Rural,744,1,C,9,9,2,0.78,35.91
1059,22,Famale,Rural,205,1,B,34,4,0,0.68,128.27
1060,54,Famale,Rural,831,0,A,12,16,1,0.44,71.69
1061,25,Famale,Rural,984,0,B,23,19,0,0.98,96.89
1062,59,Male,Urban,788,0,B,48,10,2,0.57,50.98
1063,45,Famale,Rural,381,1,C,34,6,0,0.2,174.56
1064,48,Male,Rural,232,0,B,19,16,0,0.29,121.37
1065,26,Famale,Rural,633,1,C,40,10,1,0.69,189.47
1066,46,Famale,Rural,368,0,B,48,13,2,0.92,119.17
1067,31,Famale,Rural,511,1,A,31,9,1,0.18,33.54
1068,57,Famale,Rural,772,1,B,17,7,1,0.08,42.47
1069,58,Famale,Rural,718,0,C,18,4,0,0.88,197.92
1070,39,Male,Urban,890,1,C,41,19,2,0.92,147.86
1071,28,Famale,Urban,964,1,C,34,4,1,0.28,19.36
1072,40,Male,Urban,846,1,B,43,19,2,0.38,143.72
1073,18,Male,Urban,117,0,B,17,19,1,0.66,88.31
1074,54,Male,Urban,853,1,C,20,12,0,0.33,68.37
1075,38,Male,Urban,216,0,A,48,13,1,0.88,39.27
1076,43,Male,Rural,897,0,A,11,4,1,0.11,169.58
1077,53,Famale,Rural,893,1,B,31,10,1,0.04,22.13
1078,40,Famale,Urban,243,0,B,49,7,2,0.21,65.07
1079,18,Famale,Rural,816,1,C,39,5,0,0.29,68.21
1080,57,Famale,Urban,650,0,B,19,17,2,0.11,40.57
1081,32,Male,Rural,765,1,B,32,18,1,0.07,106.56
1082,38,Famale,Rural,787,0,C,39,11,0,0.76,12.22
1083,26,Famale,Rural,852,1,C,11,15,2,0.16,67.19
1084,26,Male,Rural,521,1,B,24,7,1,0.91,187.39
1085,27,Male,Rural,997,1,A,36,18,0,0.37,69.0
1086,43,Famale,Rural,468,1,B,42,6,0,0.67,78.49
1087,58,Famale,Urban,745,0,A,44,18,1,0.23,99.9
1088,52,Male,Urban,657,0,A,36,16,0,0.24,116.72
1089,42,Famale,Rural,149,1,A,30,2,0,0.57,163.65
1090,43,Famale,Urban,777,0,C,43,19,2,0.56,46.16
1091,28,Famale,Rural,205,1,C,24,1,0,0.77,175.63
1092,55,Famale,Urban,315,1,C,22,11,2,0.76,153.93
1093,19,Male,Rural,757,0,B,19,5,2,0.67,147.3
1094,24,Male,Urban,524,0,C,26,16,2,0.45,26.49
1095,35,Male,Rural,171,1,C,26,1,2,0.89,14.11
1096,44,Famale,Urban,941,0,B,25,19,0,0.62,122.86
1097,51,Famale,Rural,884,1,B,6,14,0,0.99,174.0
1098,44,Famale,Urban,858,0,A,44,3,2,0.82,121.04
1099,34,Famale,Rural,545,0,B,47,2,0,0.04,50.51
1100,41,Famale,Rural,285,0,B,22,5,2,0.32,27.2
1101,42,Male,Rural,169,0,C,27,17,2,0.57,142.92
1102,24,Famale,Urban,249,0,A,17,18,2,0.72,147.14
1103,23,Famale,Urban,345,1,A,45,1,1,0.55,42.78
1104,41,Male,Urban,873,0,B,13,15,0,0.79,15.36
1105,50,Famale,Rural,637,0,C,11,9,0,0.28,87.57
1106,46,Male,Urban,751,1,C,45,5,2,0.18,120.72
1107,39,Male,Rural,198,1,C,5,13,0,0.05,144.14
1108,43,Male,Urban,377,1,C,6,19,2,0.57,163.89
1109,45,Male,Urban,662,0,B,8,10,0,0.69,126.0
1110,38,Male,Urban,762,0,C,18,14,2,0.33,31.07
1111,24,Famale,Urban,554,1,A,36,12,2,0.61,139.69
1112,34,Male,Rural,203,1,A,40,11,1,0.05,196.99
1113,37,Male,Urban,700,1,B,6,7,2,0.1,182.06
1114,58,Famale,Urban,752,1,C,44,17,1,0.7,175.62
1115,37,Famale,Rural,824,0,C,18,18,0,0.37,67.41
1116,39,Male,Rural,332,0,C,24,7,0,0.67,152.65
1117,45,Famale,Urban,493,0,C,29,6,1,0.83,171.71
1118,57,Famale,Urban,600,0,B,46,11,0,0.85,138.88
1119,24,Male,Rural,794,0,C,12,12,1,0.17,57.61
1120,18,Male,Rural,350,1,B,32,16,0,0.49,191.23
1121,49,Famale,Rural,620,0,C,25,19,1,0.73,95.66
1122,30,Male,Urban,178,1,C,27,19,1,0.77,34.66
1123,47,Male,Urban,151,1,A,36,11,2,0.78,30.86
1124,40,Famale,Urban,997,1,B,12,16,0,0.23,133.03
1125,36,Male,Rural,880,0,A,35,12,2,0.19,93.16
1126,49,Male,Rural,325,1,B,41,8,1,0.59,27.95
1127,47,Male,Rural,150,0,C,20,3,2,0.74,150.67
1128,46,Male,Urban,285,1,C,44,2,1,0.32,161.87
1129,46,Male,Rural,133,0,B,46,6,0,0.1,147.83
1130,47,Famale,Urban,902,1,A,31,16,0,0.72,48.43
1131,33,Famale,Rural,841,0,B,44,15,0,0.3,141.06
1132,57,Male,Urban,230,1,B,45,14,1,0.17,12.04
1133,36,Famale,Urban,731,1,C,22,2,2,0.15,67.97
1134,35,Male,Rural,542,1,A,39,18,0,0.31,85.78
1135,18,Male,Urban,937,1,B,19,14,1,0.59,168.7
1136,31,Male,Rural,858,0,A,31,18,2,0.36,84.17
1137,19,Male,Urban,531,0,A,21,2,1,0.02,12.14
1138,45,Male,Rural,803,0,B,44,1,1,0.1,76.95
1139,47,Famale,Rural,596,1,A,6,2,0,0.29,104.8
1140,55,Famale,Urban,502,1,C,35,9,1,0.66,190.31
1141,21,Male,Rural,422,1,C,41,9,1,0.1,188.8
1142,18,Famale,Urban,309,1,C,45,16,2,0.56,44.37
1143,25,Male,Rural,714,1,C,45,11,0,0.12,45.18
1144,46,Famale,Rural,428,1,A,38,6,1,0.21,41.04
1145,56,Male,Rural,471,0,C,38,12,1,0.17,159.9
1146,20,Famale,Rural,559,0,B,7,3,2,0.07,11.14
1147,49,Male,Urban,232,0,C,21,12,1,0.67,34.16
1148,27,Male,Rural,934,0,B,18,1,1,0.46,112.21
1149,27,Famale,Rural,750,0,B,18,9,1,0.83,57.04
1150,36,Famale,Urban,220,0,C,42,6,1,0.1,27.55
1151,51,Male,Urban,705,0,C,39,11,1,0.14,78.38
1152,50,Famale,Urban,551,0,A,5,3,2,0.31,62.1
1153,40,Male,Urban,228,1,B,33,4,1,0.77,107.11
1154,45,Famale,Urban,190,1,C,8,10,1,0.31,196.05
1155,49,Famale,Urban,703,1,A,37,19,1,0.41,33.62
1156,24,Male,Rural,674,1,C,21,6,1,0.3,80.82
1157,46,Famale,Urban,128,1,C,32,1,0,0.08,187.08
1158,25,Famale,Rural,821,1,C,30,8,0,0.94,176.61
1159,18,Male,Urban,623,1,B,12,8,0,0.55,84.91
1160,20,Famale,Rural,432,0,C,38,6,0,0.79,142.8
1161,41,Male,Rural,396,0,A,22,17,2,0.66,26.69
1162,40,Male,Rural,229,1,C,35,19,0,0.51,145.38
1163,25,Male,Urban,392,0,C,31,1,2,0.09,194.84
1164,54,Male,Urban,272,0,A,20,15,0,0.64,112.12
1165,20,Male,Urban,819,0,A,14,13,2,0.16,104.71
1166,50,Famale,Urban,123,0,B,44,3,0,0.41,45.59
1167,45,Male,Rural,198,0,B,16,2,1,0.63,130.42
1168,25,Male,Urban,505,1,B,26,3,0,0.78,122.18
1169,51,Famale,Rural,455,0,B,20,9,0,0.69,133.87
1170,52,Famale,Rural,238,1,A,16,16,0,0.67,14.96
1171,49,Famale,Urban,602,1,C,15,13,1,0.15,114.26
1172,41,Male,Urban,925,1,C,24,19,2,0.35,123.04
1173,31,Male,Urban,273,0,C,5,18,2,0.04,49.43
1174,49,Male,Rural,128,1,B,31,12,1,0.72,49.58
1175,33,Famale,Urban,595,1,A,7,12,0,0.95,62.48
1176,21,Male,Rural,754,1,A,16,1,0,0.26,145.23
1177,54,Famale,Urban,927,1,A,34,8,0,0.09,125.19
1178,38,Male,Rural,450,0,C,13,17,2,0.48,170.69
1179,31,Famale,Urban,653,1,B,41,7,2,0.86,66.18
1180,48,Male,Urban,398,1,A,5,9,1,0.55,183.29
1181,35,Male,Rural,819,1,B,46,17,1,0.05,151.3
1182,24,Male,Urban,941,1,A,8,10,2,0.97,85.05
1183,27,Famale,Urban,291,0,B,19,4,0,0.83,28.1
1184,24,Famale,Urban,771,1,A,31,7,0,0.13,58.83
1185,50,Male,Urban,163,1,B,12,7,0,0.92,191.79
1186,40,Male,Urban,854,1,A,27,8,0,0.45,68.97
1187,38,Male,Urban,869,1,A,19,8,1,0.37,72.68
1188,36,Famale,Urban,763,1,B,31,16,1,0.46,46.02
1189,36,Male,Rural,314,1,B,35,12,2,0.83,163.3
1190,53,Male,Rural,933,0,C,43,15,1,0.66,62.37
1191,46,Male,Urban,265,1,B,12,8,0,0.06,72.75
1192,35,Male,Urban,642,0,A,34,9,2,0.96,88.73
1193,19,Famale,Urban,982,0,A,46,3,1,0.15,92.41
1194,18,Famale,Rural,331,1,B,22,16,1,0.75,88.15
1195,22,Male,Rural,893,0,C,8,15,1,0.64,105.71
1196,37,Male,Urban,640,1,B,47,4,1,0.19,164.76
1197,28,Famale,Rural,294,0,A,26,16,1,0.17,165.66
1198,59,Famale,Urban,605,1,A,7,10,0,0.87,161.68
1199,19,Male,Urban,433,0,C,19,11,0,0.42,29.21
1200,20,Famale,Urban,867,0,B,39,5,0,0.65,161.94
1201,40,Famale,Urban,892,1,A,42,11,1,0.5,32.85
1202,29,Male,Rural,403,0,A,37,13,2,0.73,33.7
1203,37,Famale,Rural,932,0,A,18,15,0,0.48,190.09
1204,22,Famale,Urban,536,0,B,5,6,0,0.29,165.69
1205,54,Male,Rural,422,0,B,30,16,1,0.36,114.96
1206,55,Male,Rural,601,0,C,12,15,2,0.86,176.24
1207,47,Famale,Urban,957,1,A,20,11,0,0.47,197.98
1208,26,Male,Rural,492,0,A,42,2,0,0.21,126.02
1209,51,Famale,Urban,905,0,C,14,2,2,0.93,126.45
1210,52,Male,Urban,698,1,A,46,12,1,0.8,153.34
1211,39,Famale,Urban,248,1,C,41,16,2,0.06,54.11
1212,41,Male,Urban,860,1,C,30,19,1,1.0,41.75
1213,34,Famale,Rural,932,0,A,32,2,0,0.69,154.32
1214,27,Famale,Urban,504,0,B,16,17,2,0.16,75.53
1215,47,Famale,Rural,382,0,B,24,14,2,0.24,35.66
1216,40,Male,Urban,461,0,B,18,16,0,0.69,69.83
1217,49,Male,Urban,478,1,B,39,5,0,0.78,78.14
1218,34,Famale,Rural,297,1,A,33,10,1,0.24,193.39
1219,34,Famale,Urban,655,0,C,16,17,0,0.26,142.61
1220,31,Male,Rural,455,0,C,22,13,0,0.31,110.86
1221,26,Male,Rural,639,0,A,48,16,2,0.6,194.09
1222,57,Male,Urban,528,0,B,6,9,1,0.17,181.6
1223,19,Male,Urban,116,1,C,6,4,0,0.1,107.28
1224,42,Male,Urban,738,1,A,21,16,2,0.68,182.08
1225,56,Male,Urban,478,0,A,14,11,0,0.78,86.82
1226,26,Famale,Urban,779,1,B,22,7,0,0.5,53.78
1227,39,Male,Urban,605,0,A,26,17,0,0.36,54.21
1228,21,Famale,Rural,855,0,C,23,13,0,0.43,135.84
1229,43,Male,Rural,998,1,C,5,4,1,0.39,105.2
1230,46,Male,Urban,175,0,A,28,14,2,0.96,135.2
1231,51,Famale,Rural,330,1,C,40,10,2,0.77,140.35
1232,40,Famale,Rural,815,0,A,29,10,0,0.21,14.24
1233,54,Male,Urban,347,1,C,40,10,2,0.38,20.27
1234,28,Famale,Urban,401,0,B,35,12,0,0.54,111.21
1235,23,Famale,Rural,825,1,C,35,2,2,0.61,46.3
1236,35,Famale,Urban,314,0,B,6,9,1,0.47,130.18
1237,38,Famale,Rural,257,0,B,23,5,1,0.81,114.92
1238,59,Male,Urban,168,1,A,16,8,2,0.77,121.29
1239,53,Famale,Rural,492,0,B,14,14,0,0.51,67.47
1240,58,Male,Rural,184,1,C,35,7,0,0.85,131.57
1241,55,Male,Rural,366,1,C,49,7,0,0.75,167.6
1242,51,Male,Rural,168,0,B,26,9,0,0.78,199.63
1243,34,Male,Urban,710,0,A,27,3,1,0.96,169.3
1244,54,Famale,Urban,446,0,B,27,14,0,0.27,115.92
1245,42,Famale,Rural,827,0,C,19,17,0,0.27,46.75
1246,55,Male,Rural,772,1,C,30,18,0,0.89,139.47
1247,29,Male,Urban,522,0,B,7,12,0,0.77,188.15
1248,40,Male,Urban,705,0,B,27,14,1,0.93,50.25
1249,59,Male,Rural,273,0,B,24,13,2,0.06,58.64
1250,39,Famale,Rural,776,1,C,49,14,2,0.63,38.31
1251,38,Male,Rural,214,0,C,44,9,0,0.14,149.98
1252,44,Famale,Rural,319,1,C,43,19,0,0.5,87.25
1253,48,Male,Rural,130,0,A,12,2,2,0.16,21.91
1254,23,Male,Urban,622,1,C,22,11,1,0.13,176.24
1255,44,Male,Rural,442,0,C,45,17,1,0.01,115.96
1256,57,Male,Urban,476,0,A,10,2,1,0.63,72.91
1257,51,Famale,Urban,229,1,A,31,19,1,0.36,75.36
1258,29,Famale,Urban,716,0,A,40,7,1,0.11,65.15
1259,24,Famale,Rural,638,0,A,19,18,1,0.32,96.54
1260,27,Male,Urban,838,0,A,41,13,1,0.17,74.04
1261,34,Male,Urban,101,1,A,9,5,1,0.94,114.11
1262,43,Famale,Urban,970,0,B,43,18,1,0.32,156.97
1263,38,Famale,Urban,200,1,B,13,16,0,0.33,138.15
1264,45,Male,Rural,632,1,B,11,15,1,0.84,65.95
1265,19,Male,Rural,157,1,B,45,8,0,0.65,110.46
1266,18,Famale,Urban,488,0,C,24,15,2,0.71,169.62
1267,53,Male,Urban,791,1,A,14,1,0,0.64,22.96
1268,43,Male,Rural,440,1,C,30,17,2,0.95,24.88
1269,46,Famale,Rural,960,0,A,8,15,0,0.21,115.67
1270,38,Male,Rural,119,1,A,42,14,2,0.99,131.43
1271,28,Famale,Urban,354,1,C,28,14,0,0.83,50.17
1272,57,Male,Rural,416,0,B,18,10,0,0.59,151.59
1273,28,Famale,Urban,137,0,C,45,2,2,0.66,132.79
1274,53,Male,Urban,759,1,C,5,6,1,0.65,185.42
1275,56,Famale,Rural,636,0,A,21,17,1,0.06,42.1
1276,57,Famale,Urban,485,0,A,49,5,1,0.22,152.76
1277,52,Famale,Rural,732,0,A,28,5,1,0.96,25.89
1278,51,Famale,Urban,125,1,B,31,15,1,0.53,117.41
1279,41,Male,Rural,553,1,C,11,15,0,0.38,114.86
1280,39,Male,Urban,780,0,C,13,11,1,0.76,83.79
1281,22,Famale,Urban,422,1,B,47,5,0,0.52,170.47
1282,50,Male,Rural,836,0,C,39,1,2,0.01,10.83
1283,53,Male,Rural,612,0,C,16,11,1,0.74,108.83
1284,37,Male,Rural,918,0,A,25,11,1,0.73,51.26
1285,36,Male,Rural,872,0,B,7,6,1,0.17,151.26
1286,52,Male,Urban,112,0,A,19,8,1,0.96,18.18
1287,34,Famale,Rural,659,1,B,25,2,0,0.22,168.0
1288,51,Famale,Rural,924,1,A,14,15,0,0.46,169.24
1289,26,Famale,Urban,470,1,C,37,9,0,0.11,168.24
1290,43,Famale,Rural,390,1,B,10,15,2,0.6,38.99
1291,19,Male,Rural,431,0,B,6,8,0,0.38,129.78
1292,26,Male,Urban,705,0,A,33,16,1,0.35,12.73
1293,26,Famale,Rural,360,1,B,44,14,2,0.83,171.11
1294,57,Male,Rural,889,1,C,37,15,2,0.01,147.37
1295,34,Male,Rural,970,0,C,8,13,1,0.8,110.92
1296,18,Famale,Rural,304,0,C,8,9,1,0.57,148.81
1297,42,Male,Rural,796,0,A,33,1,1,0.99,27.92
1298,57,Famale,Rural,786,1,B,41,6,1,0.59,110.44
1299,59,Famale,Urban,486,0,A,24,8,0,0.06,65.34
1300,42,Male,Rural,991,0,C,45,18,2,0.05,194.8
1301,56,Male,Urban,920,1,B,27,18,1,0.88,172.85
1302,52,Famale,Urban,567,1,C,49,17,0,0.84,149.32
1303,20,Famale,Urban,514,1,B,22,16,1,0.35,187.41
1304,54,Male,Urban,168,0,B,29,13,0,0.62,75.9
1305,47,Famale,Rural,571,0,A,5,4,1,0.49,181.17
1306,55,Famale,Rural,203,1,B,19,4,1,0.97,71.8
1307,51,Famale,Rural,857,0,C,38,14,1,0.95,149.23
1308,29,Male,Urban,260,0,B,24,5,0,0.98,149.92
1309,36,Famale,Rural,299,0,C,41,16,1,0.87,13.49
1310,54,Male,Rural,315,1,A,31,14,0,0.91,78.6
1311,34,Famale,Rural,311,1,C,26,14,0,0.22,13.69
1312,27,Male,Urban,607,0,B,9,14,2,0.83,199.45
1313,29,Famale,Urban,115,0,C,38,14,0,0.71,33.22
1314,33,Male,Rural,597,0,C,43,19,0,0.96,113.13
1315,41,Male,Urban,983,0,B,7,3,0,0.57,160.21
1316,36,Male,Urban,431,1,C,21,17,0,0.09,48.24
1317,25,Famale,Rural,816,1,B,28,14,0,0.6,102.16
1318,48,Famale,Urban,976,0,A,28,10,2,0.69,125.41
1319,38,Famale,Urban,650,0,C,7,13,1,0.22,40.44
1320,34,Male,Rural,700,1,A,49,4,2,0.39,157.93
1321,40,Famale,Urban,355,0,C,11,11,2,0.6,66.87
1322,54,Male,Urban,865,1,C,29,15,1,0.37,50.09
1323,33,Famale,Urban,827,0,A,7,15,0,0.37,116.07
1324,23,Male,Urban,979,1,C,19,2,1,0.13,87.96
1325,25,Male,Urban,914,0,C,33,11,0,0.94,184.85
1326,42,Male,Urban,271,0,A,33,2,1,0.75,177.21
1327,35,Famale,Urban,748,1,C,14,5,2,0.0,101.84
1328,42,Famale,Urban,597,1,B,36,13,0,0.77,78.26
1329,29,Famale,Rural,570,0,C,27,1,2,0.74,71.85
1330,32,Male,Rural,483,0,C,43,7,0,0.01,60.84
1331,43,Male,Rural,789,1,C,13,7,1,0.37,113.46
1332,58,Famale,Rural,688,1,A,41,10,1,0.61,162.95
1333,43,Famale,Urban,799,0,B,44,6,1,0.45,69.04
1334,49,Famale,Rural,606,0,B,18,12,1,0.78,46.12
1335,27,Male,Rural,626,1,C,8,13,1,0.43,100.34
1336,33,Male,Urban,903,1,A,24,11,2,0.15,23.12
1337,24,Male,Urban,930,1,A,32,18,2,0.98,143.24
1338,34,Male,Urban,424,1,B,18,2,0,0.24,108.49
1339,40,Male,Urban,313,1,A,48,16,2,0.72,104.31
1340,43,Famale,Urban,307,0,C,38,2,0,0.14,67.08
1341,38,Male,Rural,268,0,C,17,19,0,0.33,181.89
